sex,workclass,education,marital.status,occupation,race,relationship,capital.gain,capital.loss,hours.per.week,age,income
 Female, State-gov, 7th-8th, Never-married, Tech-support, White, Unmarried,0,0,20,24, <=50K
 Female, Private, 12th, Married-civ-spouse, Adm-clerical, White, Wife,0,0,40,53, <=50K
 Male, Private, HS-grad, Divorced, Machine-op-inspct, White, Not-in-family,0,1980,48,40, <=50K
 Male, Private, Some-college, Divorced, Machine-op-inspct, White, Not-in-family,0,0,60,54, <=50K
 Female, Private, Some-college, Never-married, Prof-specialty, White, Not-in-family,0,0,40,22, <=50K
 Female, Private, 10th, Married-spouse-absent, Adm-clerical, Black, Unmarried,0,0,30,44, <=50K
 Female, Private, Some-college, Divorced, Exec-managerial, White, Unmarried,0,0,45,43, <=50K
 Female, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Wife,0,0,20,58, >50K
 Female, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Wife,0,0,45,59, >50K
 Male, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Husband,0,0,45,31, >50K
 Male, Private, HS-grad, Never-married, Machine-op-inspct, White, Own-child,0,0,40,35, <=50K
 Female, Private, 10th, Never-married, Sales, White, Own-child,0,0,20,17, <=50K
 Female, Private, Some-college, Divorced, Prof-specialty, White, Unmarried,0,0,32,45, <=50K
 Male, Private, Some-college, Divorced, Handlers-cleaners, White, Not-in-family,0,0,40,40, <=50K
 Male, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Husband,0,0,45,35, <=50K
 Male, Federal-gov, Bachelors, Never-married, Tech-support, White, Not-in-family,0,0,45,25, <=50K
 Male, Private, HS-grad, Divorced, Handlers-cleaners, White, Not-in-family,0,0,40,58, <=50K
 Male, Private, Some-college, Divorced, Handlers-cleaners, White, Not-in-family,0,0,50,39, >50K
 Male, Private, 1st-4th, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Husband,0,0,34,69, <=50K
 Male, Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Husband,0,0,54,23, <=50K
 Female, State-gov, Bachelors, Never-married, Prof-specialty, White, Not-in-family,0,0,40,32, <=50K
 Male, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, White, Husband,0,0,44,48, <=50K
 Male, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, White, Husband,0,0,40,41, <=50K
 Male, Private, 9th, Widowed, Craft-repair, White, Not-in-family,0,0,10,74, <=50K
 Male, Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Husband,0,0,50,43, >50K
 Male, Private, Some-college, Never-married, Other-service, White, Own-child,0,1721,20,18, <=50K
 Male, Federal-gov, Bachelors, Never-married, Armed-Forces, White, Not-in-family,0,0,40,24, <=50K
 Female, Private, Some-college, Married-civ-spouse, Adm-clerical, White, Wife,0,0,32,58, <=50K
 Male, Private, Masters, Married-civ-spouse, Prof-specialty, White, Husband,0,0,40,54, >50K
 Male, Private, 7th-8th, Married-civ-spouse, Craft-repair, White, Husband,0,0,40,60, <=50K
 Male, Private, Some-college, Married-civ-spouse, Farming-fishing, White, Husband,0,0,40,28, <=50K
 Male, Private, HS-grad, Married-civ-spouse, Transport-moving, White, Husband,0,0,40,41, >50K
 Male, Private, Some-college, Married-civ-spouse, Prof-specialty, Black, Husband,0,0,35,62, >50K
 Male, State-gov, Some-college, Divorced, Adm-clerical, Black, Unmarried,0,0,40,27, <=50K
 Female, Private, Some-college, Divorced, Other-service, White, Own-child,0,0,20,30, <=50K
 Male, Local-gov, Bachelors, Divorced, Craft-repair, Black, Not-in-family,0,0,35,63, <=50K
 Male, Private, HS-grad, Never-married, Sales, White, Not-in-family,3325,0,50,33, <=50K
 Male, Private, HS-grad, Married-civ-spouse, Transport-moving, White, Husband,0,0,45,34, <=50K
 Male, Private, 9th, Never-married, Prof-specialty, White, Own-child,0,0,40,20, <=50K
 Male, Private, HS-grad, Married-civ-spouse, Protective-serv, White, Husband,0,0,40,51, <=50K
 Male, Private, 10th, Never-married, Other-service, Black, Own-child,0,0,25,21, <=50K
 Male, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Husband,0,0,40,50, >50K
 Male, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Husband,0,0,40,43, <=50K
 Male, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Husband,2885,0,40,27, <=50K
 Female, Private, HS-grad, Never-married, Adm-clerical, White, Own-child,0,0,40,19, <=50K
 Male, Private, HS-grad, Never-married, Prof-specialty, Other, Not-in-family,0,0,43,20, <=50K
 Female, Private, 12th, Never-married, Other-service, White, Own-child,0,0,6,17, <=50K
 Male, Private, Assoc-acdm, Divorced, Transport-moving, Black, Not-in-family,0,0,40,47, <=50K
 Female, Local-gov, Bachelors, Never-married, Adm-clerical, Black, Other-relative,0,0,40,25, <=50K
 Female, Private, Masters, Never-married, Other-service, White, Not-in-family,0,0,20,71, <=50K
 Female, Private, HS-grad, Never-married, Machine-op-inspct, Black, Own-child,0,0,40,21, <=50K
 Male, Private, 11th, Married-civ-spouse, Prof-specialty, White, Husband,0,0,48,69, <=50K
 Male, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, White, Husband,0,0,40,48, <=50K
 Female, Private, 7th-8th, Widowed, Sales, White, Other-relative,0,1602,3,57, <=50K
 Male, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, White, Husband,0,2415,40,58, >50K
 Female, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Other, Other-relative,0,0,20,34, <=50K
 Male, Local-gov, Some-college, Married-civ-spouse, Handlers-cleaners, White, Husband,0,0,66,33, <=50K
 Male, Private, 5th-6th, Married-civ-spouse, Other-service, White, Husband,0,0,40,56, <=50K
 Male, Federal-gov, Masters, Never-married, Prof-specialty, White, Not-in-family,0,0,40,40, <=50K
 Male, Private, HS-grad, Never-married, Other-service, White, Not-in-family,0,0,32,28, <=50K
 Male, Private, Masters, Married-civ-spouse, Sales, White, Husband,0,0,40,42, <=50K
 Female, Private, Some-college, Never-married, Prof-specialty, White, Own-child,0,0,20,19, <=50K
 Female, Private, Assoc-voc, Divorced, Tech-support, White, Not-in-family,3325,0,40,41, <=50K
 Female, Self-emp-inc, HS-grad, Never-married, Adm-clerical, White, Own-child,0,0,35,28, <=50K
 Female, Private, 10th, Divorced, Machine-op-inspct, White, Not-in-family,0,0,35,40, <=50K
 Male, Private, Some-college, Never-married, Machine-op-inspct, Asian-Pac-Islander, Own-child,0,0,30,23, <=50K
 Female, Private, HS-grad, Married-civ-spouse, Prof-specialty, White, Wife,0,0,40,46, >50K
 Male, Private, Masters, Never-married, Sales, White, Not-in-family,0,0,50,39, >50K
 Male, Private, Bachelors, Never-married, Sales, White, Not-in-family,0,1876,50,39, <=50K
 Female, Private, HS-grad, Never-married, Handlers-cleaners, White, Not-in-family,0,0,40,45, <=50K
 Female, Private, Some-college, Never-married, Prof-specialty, White, Own-child,0,0,35,21, <=50K
 Female, Self-emp-not-inc, Some-college, Divorced, Sales, White, Not-in-family,0,0,40,50, <=50K
 Male, Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Husband,0,0,40,33, <=50K
 Female, Private, 11th, Married-civ-spouse, Machine-op-inspct, White, Own-child,0,0,40,34, <=50K
 Male, Private, HS-grad, Married-civ-spouse, Transport-moving, White, Husband,0,0,32,55, <=50K
 Female, Federal-gov, HS-grad, Widowed, Adm-clerical, White, Unmarried,0,0,40,62, <=50K
 Male, Private, Bachelors, Married-civ-spouse, Sales, White, Husband,0,0,40,31, <=50K
 Male, Self-emp-not-inc, 9th, Married-civ-spouse, Craft-repair, White, Husband,0,0,40,35, <=50K
 Male, Private, HS-grad, Separated, Craft-repair, White, Not-in-family,0,0,40,30, <=50K
 Male, Self-emp-inc, Some-college, Married-civ-spouse, Sales, White, Husband,0,0,50,57, >50K
 Male, Private, HS-grad, Married-civ-spouse, Exec-managerial, Black, Husband,0,1887,55,50, >50K
 Male, Private, HS-grad, Married-civ-spouse, Transport-moving, White, Husband,0,0,50,51, <=50K
 Male, Private, HS-grad, Married-civ-spouse, Sales, White, Husband,4386,0,45,47, >50K
 Male, Private, Bachelors, Never-married, Prof-specialty, White, Not-in-family,0,0,45,37, >50K
 Male, Private, 7th-8th, Married-civ-spouse, Transport-moving, White, Husband,0,0,40,58, <=50K
 Female, Private, Bachelors, Divorced, Exec-managerial, White, Unmarried,0,0,50,39, >50K
 Male, Private, Some-college, Never-married, Machine-op-inspct, White, Not-in-family,0,0,40,34, >50K
 Female, Private, HS-grad, Separated, Adm-clerical, White, Unmarried,0,0,38,45, <=50K
 Male, Private, Some-college, Never-married, Prof-specialty, White, Own-child,0,0,40,19, <=50K
 Male, Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Husband,99999,0,40,42, >50K
 Male, Private, Assoc-voc, Divorced, Tech-support, White, Not-in-family,3325,0,40,40, <=50K
 Male, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, White, Husband,0,1977,50,39, >50K
 Male, Private, Masters, Married-civ-spouse, Prof-specialty, White, Husband,0,0,40,36, >50K
 Female, Private, HS-grad, Divorced, Adm-clerical, Amer-Indian-Eskimo, Other-relative,0,0,35,56, <=50K
 Female, Private, Some-college, Never-married, Prof-specialty, White, Other-relative,0,0,15,19, <=50K
 Male, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Black, Husband,0,0,40,37, >50K
 Male, Local-gov, HS-grad, Married-civ-spouse, Other-service, White, Husband,0,0,40,60, <=50K
 Male, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Husband,0,0,40,56, >50K
 Male, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Amer-Indian-Eskimo, Husband,3908,0,47,51, <=50K
 Female, Private, Bachelors, Never-married, Prof-specialty, White, Not-in-family,0,0,36,34, <=50K
 Female, Private, Some-college, Never-married, Prof-specialty, White, Own-child,0,0,10,23, <=50K
 Male, Private, HS-grad, Never-married, Farming-fishing, Black, Own-child,0,0,30,19, <=50K
 Female, Federal-gov, HS-grad, Never-married, Exec-managerial, Black, Unmarried,0,0,40,37, <=50K
 Male, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Husband,0,0,40,58, >50K
 Female, Private, 11th, Never-married, Adm-clerical, White, Not-in-family,0,0,35,33, <=50K
 Male, Private, Bachelors, Never-married, Exec-managerial, White, Not-in-family,0,0,40,39, >50K
 Female, Private, HS-grad, Never-married, Adm-clerical, White, Not-in-family,4865,0,40,36, <=50K
 Female, Private, Bachelors, Never-married, Prof-specialty, Asian-Pac-Islander, Not-in-family,0,0,40,26, <=50K
 Female, Private, Assoc-voc, Never-married, Tech-support, White, Own-child,0,0,36,22, <=50K
 Male, Private, Masters, Never-married, Adm-clerical, White, Not-in-family,0,0,40,32, <=50K
 Male, Private, 11th, Never-married, Sales, White, Unmarried,0,0,15,17, <=50K
 Female, Private, Some-college, Divorced, Prof-specialty, White, Not-in-family,0,0,40,57, <=50K
 Female, Private, 7th-8th, Widowed, Other-service, Amer-Indian-Eskimo, Unmarried,0,0,20,68, <=50K
 Male, Private, HS-grad, Married-civ-spouse, Sales, White, Husband,3432,0,40,70, <=50K
 Male, Private, HS-grad, Never-married, Farming-fishing, White, Own-child,0,0,40,30, <=50K
 Female, State-gov, Some-college, Never-married, Adm-clerical, White, Other-relative,0,0,15,19, <=50K
 Male, Private, HS-grad, Married-civ-spouse, Prof-specialty, White, Husband,0,0,40,51, <=50K
 Male, Private, Some-college, Never-married, Adm-clerical, White, Other-relative,0,0,30,19, <=50K
 Male, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Husband,0,0,40,47, <=50K
 Male, Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Husband,7688,0,55,41, >50K
 Male, Private, Some-college, Married-civ-spouse, Machine-op-inspct, White, Husband,0,1887,40,36, >50K
 Male, Private, Some-college, Married-civ-spouse, Craft-repair, White, Husband,0,0,40,30, >50K
 Male, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Husband,0,0,45,26, <=50K
 Male, Local-gov, Bachelors, Divorced, Prof-specialty, White, Not-in-family,0,0,20,41, <=50K
 Male, Private, Some-college, Married-civ-spouse, Adm-clerical, White, Husband,0,0,45,25, <=50K
 Male, Private, 9th, Married-civ-spouse, Other-service, White, Husband,0,0,40,62, <=50K
 Male, Private, Masters, Never-married, Prof-specialty, White, Not-in-family,0,0,40,23, <=50K
 Female, Private, Bachelors, Never-married, Prof-specialty, White, Unmarried,0,0,10,26, <=50K
 Male, Private, HS-grad, Never-married, Sales, Amer-Indian-Eskimo, Own-child,6849,0,40,25, <=50K
 Female, Private, Bachelors, Never-married, Sales, White, Not-in-family,0,0,45,30, <=50K
 Male, Private, HS-grad, Never-married, Handlers-cleaners, White, Not-in-family,0,0,40,48, <=50K
 Male, Private, HS-grad, Never-married, Other-service, Other, Other-relative,0,0,40,20, <=50K
 Female, Private, Some-college, Married-civ-spouse, Exec-managerial, White, Wife,0,0,15,51, >50K
 Male, Private, Some-college, Never-married, Handlers-cleaners, White, Own-child,0,0,10,19, <=50K
 Male, Private, HS-grad, Never-married, Machine-op-inspct, White, Not-in-family,0,0,40,31, <=50K
 Male, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Husband,7298,0,50,36, >50K
 Female, Private, Some-college, Never-married, Prof-specialty, White, Own-child,0,0,40,21, <=50K
 Male, Private, HS-grad, Never-married, Sales, Black, Own-child,0,0,40,40, <=50K
 Male, Self-emp-not-inc, 11th, Never-married, Farming-fishing, Black, Own-child,0,0,40,30, <=50K
 Male, Self-emp-not-inc, Some-college, Never-married, Craft-repair, White, Not-in-family,0,1590,40,28, <=50K
 Male, Private, 9th, Married-civ-spouse, Craft-repair, Black, Husband,0,0,40,57, >50K
 Male, Private, 11th, Never-married, Sales, White, Own-child,0,0,15,18, <=50K
 Male, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Husband,0,0,40,54, >50K
 Male, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Black, Husband,0,0,40,32, <=50K
 Male, Private, Masters, Never-married, Prof-specialty, White, Not-in-family,0,0,40,52, <=50K
 Female, Private, HS-grad, Separated, Machine-op-inspct, White, Unmarried,0,0,40,27, <=50K
 Male, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Husband,0,0,48,45, <=50K
 Male, Private, Some-college, Never-married, Other-service, White, Own-child,0,0,20,18, <=50K
 Male, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, White, Not-in-family,0,0,35,37, <=50K
 Male, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Black, Husband,0,0,40,52, >50K
 Male, Private, 9th, Never-married, Other-service, Black, Not-in-family,0,0,50,59, <=50K
 Male, Private, Assoc-voc, Never-married, Machine-op-inspct, White, Not-in-family,0,0,40,27, <=50K
 Male, Federal-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Husband,0,0,40,43, <=50K
 Male, Private, Some-college, Married-civ-spouse, Craft-repair, White, Husband,0,0,40,56, >50K
 Male, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, White, Husband,0,0,72,44, <=50K
 Male, Private, Assoc-voc, Never-married, Craft-repair, White, Not-in-family,0,0,45,37, <=50K
 Male, Private, Assoc-voc, Divorced, Exec-managerial, White, Not-in-family,10520,0,50,28, >50K
 Female, Self-emp-not-inc, HS-grad, Separated, Other-service, White, Other-relative,0,0,25,48, <=50K
 Male, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Husband,0,0,50,58, <=50K
 Male, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Husband,0,0,45,29, <=50K
 Male, Private, Assoc-acdm, Married-civ-spouse, Sales, White, Husband,0,0,40,37, <=50K
 Male, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, White, Husband,0,0,50,35, >50K
 Male, Private, Assoc-voc, Divorced, Craft-repair, White, Not-in-family,0,0,38,36, <=50K
 Male, Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Husband,0,0,48,52, <=50K
 Male, Private, HS-grad, Divorced, Transport-moving, White, Not-in-family,0,0,40,30, <=50K
 Male, Private, 9th, Never-married, Craft-repair, White, Own-child,0,0,40,22, <=50K
 Male, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Sales, White, Husband,0,0,60,55, <=50K
 Female, Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Wife,15024,0,38,61, >50K
 Male, Private, HS-grad, Divorced, Handlers-cleaners, White, Unmarried,0,0,30,33, <=50K
 Male, Private, Some-college, Married-civ-spouse, Sales, White, Husband,0,0,50,46, <=50K
 Female, Private, 11th, Widowed, Tech-support, White, Unmarried,0,0,16,64, <=50K
 Male, Private, 10th, Married-spouse-absent, Craft-repair, White, Unmarried,0,0,40,28, <=50K
 Female, Private, HS-grad, Never-married, Adm-clerical, White, Not-in-family,0,0,42,19, <=50K
 Male, Private, HS-grad, Separated, Adm-clerical, White, Not-in-family,0,0,40,36, <=50K
 Male, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, White, Husband,0,0,40,43, >50K
 Male, Self-emp-not-inc, Doctorate, Divorced, Adm-clerical, Other, Other-relative,0,0,40,39, <=50K
 Male, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Husband,0,0,42,56, >50K
 Male, Local-gov, Some-college, Never-married, Protective-serv, White, Own-child,0,0,40,24, <=50K
 Male, Private, HS-grad, Married-civ-spouse, Sales, White, Husband,0,0,60,40, <=50K
 Male, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Husband,0,0,50,45, >50K
 Female, Local-gov, Masters, Widowed, Prof-specialty, White, Not-in-family,0,0,40,56, <=50K
 Female, Private, HS-grad, Separated, Craft-repair, Black, Unmarried,0,0,40,46, <=50K
 Female, Federal-gov, Bachelors, Never-married, Prof-specialty, White, Own-child,0,0,40,35, <=50K
 Male, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, White, Husband,0,0,60,36, >50K
 Male, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, White, Husband,0,0,50,50, >50K
 Female, Private, 7th-8th, Widowed, Other-service, Black, Not-in-family,0,0,21,61, <=50K
 Male, Private, Assoc-voc, Never-married, Transport-moving, White, Own-child,0,1980,60,31, <=50K
 Male, Private, Some-college, Married-civ-spouse, Prof-specialty, White, Husband,0,0,40,63, <=50K
 Male, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, White, Husband,0,0,40,41, <=50K
 Male, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Husband,0,0,40,48, <=50K
 Female, Private, HS-grad, Divorced, Sales, White, Not-in-family,0,0,35,45, <=50K
 Male, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Husband,0,0,40,24, <=50K
 Male, Private, Some-college, Divorced, Prof-specialty, Black, Not-in-family,0,0,40,34, >50K
 Female, Private, Bachelors, Never-married, Sales, White, Not-in-family,0,0,40,27, <=50K
 Male, Private, Assoc-voc, Never-married, Craft-repair, White, Own-child,0,0,48,26, <=50K
 Male, Private, HS-grad, Never-married, Handlers-cleaners, White, Own-child,0,0,40,27, <=50K
 Male, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, White, Husband,0,0,40,55, <=50K
 Male, Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Husband,0,0,40,38, >50K
 Female, Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Wife,0,0,40,31, >50K
 Male, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Sales, White, Husband,0,0,40,51, >50K
 Male, Private, 12th, Married-civ-spouse, Prof-specialty, White, Husband,0,0,40,56, >50K
 Male, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, White, Husband,0,0,40,39, <=50K
 Male, Private, Some-college, Married-civ-spouse, Craft-repair, White, Husband,0,0,40,50, >50K
 Male, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Husband,0,2051,40,34, <=50K
 Male, Private, HS-grad, Divorced, Sales, White, Not-in-family,3674,0,50,44, <=50K
 Male, Private, HS-grad, Never-married, Protective-serv, White, Own-child,0,0,40,21, <=50K
 Male, Private, Some-college, Married-civ-spouse, Machine-op-inspct, White, Husband,0,0,70,37, <=50K
 Male, Private, 10th, Divorced, Prof-specialty, White, Not-in-family,0,0,40,34, <=50K
 Female, Private, 12th, Never-married, Adm-clerical, White, Not-in-family,0,0,30,18, <=50K
 Male, Private, HS-grad, Married-civ-spouse, Prof-specialty, White, Husband,2885,0,80,34, <=50K
 Male, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Husband,0,0,65,38, >50K
 Male, Private, HS-grad, Never-married, Adm-clerical, White, Own-child,0,0,12,19, <=50K
 Male, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Husband,0,0,40,46, <=50K
 Female, Private, Some-college, Never-married, Sales, White, Own-child,0,0,25,19, <=50K
 Female, Private, Some-college, Never-married, Sales, White, Own-child,0,0,20,22, <=50K
 Male, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Husband,0,0,50,38, <=50K
 Female, Private, Masters, Divorced, Exec-managerial, White, Own-child,14084,0,50,33, >50K
 Male, Self-emp-not-inc, HS-grad, Widowed, Exec-managerial, White, Not-in-family,0,0,8,83, <=50K
 Male, Private, Some-college, Married-civ-spouse, Tech-support, White, Husband,0,0,40,34, >50K
 Male, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Husband,0,0,40,38, <=50K
 Female, Private, Some-college, Widowed, Adm-clerical, White, Unmarried,0,0,40,33, <=50K
 Female, Private, HS-grad, Married-civ-spouse, Adm-clerical, Black, Wife,0,1887,40,27, >50K
 Male, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Husband,0,0,60,38, <=50K
 Male, Private, Some-college, Never-married, Other-service, White, Not-in-family,0,0,25,25, <=50K
 Male, Private, HS-grad, Married-civ-spouse, Tech-support, White, Husband,0,0,40,38, <=50K
 Male, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Husband,0,0,48,52, >50K
 Male, State-gov, Masters, Never-married, Prof-specialty, White, Not-in-family,0,0,50,33, <=50K
 Female, Private, 11th, Never-married, Other-service, White, Own-child,0,0,20,17, <=50K
 Female, Private, Bachelors, Never-married, Exec-managerial, White, Not-in-family,6849,0,60,28, <=50K
 Female, Local-gov, HS-grad, Divorced, Adm-clerical, Black, Unmarried,0,0,40,52, <=50K
 Male, Private, HS-grad, Separated, Handlers-cleaners, White, Not-in-family,2463,0,40,34, <=50K
 Female, Private, Bachelors, Never-married, Prof-specialty, White, Own-child,0,0,15,25, <=50K
 Male, Private, 9th, Never-married, Other-service, Black, Own-child,0,0,26,17, <=50K
 Male, Private, HS-grad, Never-married, Other-service, Black, Own-child,0,0,80,22, <=50K
 Male, Private, HS-grad, Never-married, Handlers-cleaners, Black, Not-in-family,0,0,40,22, <=50K
 Male, Private, Some-college, Married-civ-spouse, Sales, White, Husband,0,1887,40,46, >50K
 Female, Private, HS-grad, Divorced, Machine-op-inspct, Black, Not-in-family,0,0,40,58, <=50K
 Female, Private, Some-college, Divorced, Sales, White, Other-relative,0,0,35,39, <=50K
 Female, Local-gov, Some-college, Widowed, Other-service, White, Not-in-family,0,0,40,59, <=50K
 Male, Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Husband,0,0,40,61, <=50K
 Male, Private, Assoc-voc, Married-civ-spouse, Craft-repair, White, Husband,0,0,45,32, <=50K
 Male, Private, Bachelors, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander, Husband,0,0,40,50, >50K
 Male, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Husband,0,0,40,51, <=50K
 Female, Private, Bachelors, Married-civ-spouse, Other-service, Asian-Pac-Islander, Wife,0,0,45,43, <=50K
 Male, Private, Some-college, Never-married, Craft-repair, White, Own-child,0,0,40,20, <=50K
 Male, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Black, Husband,0,0,40,38, <=50K
 Male, Federal-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Black, Husband,0,0,40,44, >50K
 Male, Private, Assoc-voc, Never-married, Sales, White, Not-in-family,0,0,50,28, <=50K
 Female, Private, Masters, Married-civ-spouse, Prof-specialty, White, Wife,0,0,40,50, <=50K
 Male, Private, Doctorate, Divorced, Prof-specialty, White, Not-in-family,0,0,50,53, <=50K
 Male, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, White, Husband,0,0,45,42, <=50K
 Male, Private, Masters, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Husband,0,0,45,47, <=50K
 Female, Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Wife,0,0,40,39, >50K
 Male, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, White, Not-in-family,0,0,60,38, <=50K
 Male, State-gov, Bachelors, Never-married, Prof-specialty, White, Own-child,0,0,50,34, <=50K
 Female, Private, Some-college, Married-civ-spouse, Prof-specialty, White, Wife,0,0,40,40, <=50K
 Female, Private, Some-college, Widowed, Sales, White, Not-in-family,0,0,20,63, <=50K
 Female, Private, Some-college, Married-civ-spouse, Exec-managerial, White, Wife,0,0,40,53, >50K
 Male, Private, Assoc-voc, Divorced, Prof-specialty, White, Not-in-family,0,0,48,43, <=50K
 Male, Private, Some-college, Never-married, Exec-managerial, White, Not-in-family,0,1669,60,28, <=50K
 Female, Private, HS-grad, Widowed, Exec-managerial, White, Not-in-family,0,0,10,68, >50K
 Female, Private, 7th-8th, Never-married, Prof-specialty, White, Unmarried,0,0,40,22, <=50K
 Male, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Husband,0,0,38,46, <=50K
 Female, Private, HS-grad, Never-married, Adm-clerical, White, Other-relative,0,0,40,57, <=50K
 Female, Private, HS-grad, Divorced, Adm-clerical, White, Not-in-family,0,0,35,38, <=50K
 Male, Private, Masters, Married-civ-spouse, Sales, White, Husband,0,0,40,66, <=50K
 Female, Private, Assoc-acdm, Never-married, Sales, White, Own-child,0,0,40,29, <=50K
 Male, Private, Bachelors, Married-civ-spouse, Sales, White, Husband,7688,0,50,54, >50K
 Male, Private, HS-grad, Never-married, Prof-specialty, White, Not-in-family,0,0,40,38, <=50K
 Female, Private, 11th, Separated, Priv-house-serv, White, Unmarried,0,0,8,35, <=50K
 Female, Private, Bachelors, Never-married, Prof-specialty, White, Own-child,0,0,37,30, <=50K
 Female, Private, HS-grad, Never-married, Adm-clerical, Black, Unmarried,0,0,40,39, <=50K
 Male, Private, Masters, Never-married, Prof-specialty, Black, Not-in-family,0,0,40,31, <=50K
 Male, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Husband,0,0,50,50, <=50K
 Male, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, White, Husband,0,0,60,30, <=50K
 Female, Private, Bachelors, Never-married, Sales, White, Own-child,0,0,40,25, <=50K
 Female, Private, Bachelors, Never-married, Priv-house-serv, White, Not-in-family,0,0,40,24, <=50K
 Female, Local-gov, HS-grad, Separated, Protective-serv, Black, Other-relative,0,2339,40,59, <=50K
 Male, Private, Bachelors, Married-civ-spouse, Adm-clerical, White, Husband,0,0,15,45, <=50K
 Female, Private, 5th-6th, Separated, Other-service, White, Other-relative,0,0,20,64, <=50K
 Female, Private, 12th, Married-civ-spouse, Other-service, White, Wife,0,0,40,61, <=50K
 Female, Private, Assoc-voc, Divorced, Tech-support, White, Unmarried,0,0,40,42, <=50K
 Male, Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, White, Husband,0,0,40,28, <=50K
 Male, Private, HS-grad, Divorced, Handlers-cleaners, White, Not-in-family,0,0,40,53, <=50K
 Male, Self-emp-not-inc, 11th, Divorced, Handlers-cleaners, White, Not-in-family,0,0,7,33, <=50K
